New_Date,Order_Id,Country,Device_Type,Category,Customer_Name,Sales_Manager,Sales_Rep, Order_Value_Eur ,  Cost  ,Date,Day,Month,Year
12-04-2019,88-1711226,UK,Mobile,Clothing,Friesen and Sons,Jessamine Apark,Winny Agnolo,"66,391.58"," 52,635.24 ",12-04-2019,12,4,2019
05-12-2019,65-0792739,UK,PC,Clothing,Wiza and Sons,Jessamine Apark,Winny Agnolo,"1,22,627.20"," 1,00,284.52 ",05-12-2019,5,12,2019
06-01-2019,75-7245546,UK,PC,Games,Stamm Inc,Jessamine Apark,Genevra Charrisson,"1,59,052.70"," 1,27,926.09 ",06-01-2019,6,1,2019
17-01-2019,62-5120016,UK,Mobile,Electronics,Tillman and Sons,Jessamine Apark,Winny Agnolo,"87,321.89"," 69,254.99 ",1/17/2019,1,17,2019
30-01-2020,57-8678621,UK,Mobile,Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,"33,724.53"," 26,770.53 ",1/30/2020,1,30,2020
27-12-2020,20-0499139,UK,Mobile,Appliances,Johns and Sons,Jessamine Apark,Winny Agnolo,"96,669.92"," 76,475.57 ",12/27/2020,12,27,2020
12-09-2020,39-8642490,UK,PC,Books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,"1,28,112.26"," 1,04,975.19 ",12-09-2020,12,9,2020
10-11-2020,92-5154775,UK,PC,Books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,"73,727.91"," 64,047.44 ",10-11-2020,10,11,2020
25-03-2019,64-4188827,UK,PC,Books,Armstrong-Little,Jessamine Apark,Winny Agnolo,"91,561.49"," 78,266.76 ",3/25/2019,3,25,2019
12-05-2019,44-2994974,UK,Mobile,Appliances,Tromp LLC,Jessamine Apark,Jay Morefield,"2,56,388.08"," 2,12,058.58 ",12-05-2019,12,5,2019
03-05-2020,30-7981953,UK,PC,Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,"1,25,099.05"," 1,08,473.39 ",03-05-2020,3,5,2020
30-05-2020,82-9740062,UK,PC,Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,"1,21,246.32"," 1,04,005.09 ",5/30/2020,5,30,2020
23-06-2020,15-2948501,UK,PC,Smartphones,Labadie and Sons,Jessamine Apark,Genevra Charrisson,"1,66,380.74"," 1,46,049.01 ",6/23/2020,6,23,2020
22-04-2019,84-9254695,UK,PC,Games,Kihn Inc,Jessamine Apark,Winny Agnolo,"56,768.43"," 47,384.61 ",4/22/2019,4,22,2019
28-09-2019,16-6855831,UK,PC,Games,Johns and Sons,Jessamine Apark,Jay Morefield,"53,801.73"," 46,785.98 ",9/28/2019,9,28,2019
12-04-2020,46-5327740,UK,PC,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,"3,08,763.51"," 2,45,714.00 ",12-04-2020,12,4,2020
25-08-2020,11-5630090,UK,PC,Accessories,Johns and Sons,Jessamine Apark,Jay Morefield,"1,51,012.12"," 1,26,080.02 ",8/25/2020,8,25,2020
17-09-2019,59-0893568,UK,PC,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,"1,41,552.40"," 1,22,994.88 ",9/17/2019,9,17,2019
27-11-2019,18-0945763,UK,PC,Books,"Schmitt, Purdy and Johnson",Jessamine Apark,Winny Agnolo,"29,783.39"," 23,719.49 ",11/27/2019,11,27,2019
13-11-2019,66-6360568,UK,Tablet,Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,"86,071.63"," 71,198.45 ",11/13/2019,11,13,2019
13-11-2019,74-9554997,UK,PC,Beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,"1,76,080.36"," 1,53,401.21 ",11/13/2019,11,13,2019
27-10-2020,35-0548738,UK,PC,Smartphones,"Murray, Reichel and Nolan",Jessamine Apark,Genevra Charrisson,"59,043.39"," 48,876.12 ",10/27/2020,10,27,2020
30-12-2020,16-5450021,UK,PC,Smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,"1,67,615.14"," 1,35,567.12 ",12/30/2020,12,30,2020
03-05-2020,21-8595718,UK,Tablet,Smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,"21,921.66"," 18,802.21 ",03-05-2020,3,5,2020
25-09-2019,38-8230515,UK,PC,Electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,"66,613.31"," 55,462.24 ",9/25/2019,9,25,2019
14-11-2020,93-0380487,UK,PC,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,"1,49,938.36"," 1,23,579.20 ",11/14/2020,11,14,2020
16-02-2020,22-8551804,UK,Mobile,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,"18,897.97"," 16,469.58 ",2/16/2020,2,16,2020
30-06-2020,83-0606533,UK,PC,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,"47,082.67"," 37,882.72 ",6/30/2020,6,30,2020
17-07-2020,90-7039701,UK,PC,Appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,"36,534.09"," 31,138.00 ",7/17/2020,7,17,2020
27-01-2020,86-7866497,UK,PC,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,"80,013.81"," 65,587.32 ",1/27/2020,1,27,2020
30-04-2019,56-6310976,UK,PC,Books,Johns and Sons,Jessamine Apark,Jay Morefield,"1,61,773.31"," 1,38,283.83 ",4/30/2019,4,30,2019
10-07-2019,23-3084772,UK,PC,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,"50,374.22"," 44,047.22 ",10-07-2019,10,7,2019
04-04-2020,90-6933957,UK,PC,Clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,"78,013.63"," 64,509.47 ",04-04-2020,4,4,2020
03-02-2020,82-4770311,UK,PC,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,"1,11,523.01"," 98,017.57 ",03-02-2020,3,2,2020
16-10-2019,34-0265266,UK,PC,Accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,"62,947.82"," 49,967.98 ",10/16/2019,10,16,2019
21-02-2020,10-5202864,UK,PC,Outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,"49,930.87"," 40,174.38 ",2/21/2020,2,21,2020
06-03-2019,09-3668672,UK,PC,Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,"2,42,526.00"," 2,12,113.24 ",06-03-2019,6,3,2019
19-09-2020,56-7081196,UK,PC,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,"1,24,234.91"," 98,244.97 ",9/19/2020,9,19,2020
25-02-2019,23-0941629,UK,Tablet,Beauty,Smith Group,Jessamine Apark,Winny Agnolo,"19,949.11"," 16,364.25 ",2/25/2019,2,25,2019
17-03-2020,22-0725785,UK,PC,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,"1,02,000.57"," 87,261.49 ",3/17/2020,3,17,2020
12-04-2019,29-0072186,UK,PC,Clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,"3,04,337.49"," 2,61,730.24 ",12-04-2019,12,4,2019
24-09-2019,63-0694419,UK,PC,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,"1,24,537.47"," 1,05,881.76 ",9/24/2019,9,24,2019
29-03-2019,84-0565956,UK,PC,Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,"91,842.59"," 73,979.21 ",3/29/2019,3,29,2019
04-09-2019,66-2612057,UK,PC,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Jay Morefield,"1,73,722.59"," 1,48,063.76 ",04-09-2019,4,9,2019
06-12-2019,75-7848944,UK,PC,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,"96,358.45"," 80,700.20 ",06-12-2019,6,12,2019
07-02-2020,25-2616039,UK,Mobile,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,"1,78,560.10"," 1,50,383.32 ",07-02-2020,7,2,2020
28-06-2020,44-9908550,UK,PC,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,"1,76,662.26"," 1,46,859.34 ",6/28/2020,6,28,2020
25-12-2019,02-1124101,UK,PC,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,"2,90,010.79"," 2,34,444.72 ",12/25/2019,12,25,2019
11-07-2020,60-7663173,UK,PC,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,"1,26,074.62"," 1,00,027.60 ",11-07-2020,11,7,2020
27-01-2020,22-0156233,UK,PC,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,"1,33,696.86"," 1,09,310.55 ",1/27/2020,1,27,2020
27-07-2019,94-0623186,UK,PC,Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,"1,46,076.81"," 1,23,230.40 ",7/27/2019,7,27,2019
